id,name,type,typecode,address,tel,pcode,pname,citycode,cityname,adcode,adname,bigType,midType,smallType,lon_gcj02,lat_gcj02,lon_wgs84,lat_wgs84
B0KBR5OX00,公共厕所,公共设施;公共厕所;公共厕所,200300,码头前地与屠场前地交叉口东北20米,[],820000,澳门特别行政区,1853,澳门特别行政区,820008,圣方济各堂区,公共设施,公共厕所,公共厕所,113.557342,22.114989,113.55226554213858,22.11791487225773
B073D0M3IX,公共厕所,公共设施;公共厕所;公共厕所,200300,码头前地与屠场前地交叉口东北20米,[],820000,澳门特别行政区,1853,澳门特别行政区,820008,圣方济各堂区,公共设施,公共厕所,公共厕所,113.556209,22.115882,113.55112969046364,22.11880598557161
B0FFFXFB0A,公共厕所,公共设施;公共厕所;公共厕所,200300,澳门嘉模堂区黑桥街357h附近,[],820000,澳门特别行政区,1853,澳门特别行政区,820006,嘉模堂区,公共设施,公共厕所,公共厕所,113.562454,22.150392,113.5573872715136,22.15334163322818
B073D00IDN,公共厕所,公共设施;公共厕所;公共厕所,200300,地堡街与黑桥街交叉口东南20米,[],820000,澳门特别行政区,1853,澳门特别行政区,820006,嘉模堂区,公共设施,公共厕所,公共厕所,113.561534,22.151109,113.55646514664366,22.154057264173662
B073D00LU7,公共厕所,公共设施;公共厕所;公共厕所,200300,望德圣母湾大马路与学院路交叉口东60米,[],820000,澳门特别行政区,1853,澳门特别行政区,820006,嘉模堂区,公共设施,公共厕所,公共厕所,113.558653,22.148556,113.55357757662944,22.15149790092346
B073D0M4PS,公共厕所,公共设施;公共厕所;公共厕所,200300,何贤绅士大马路与巴波沙大马路交叉口东60米,[],820000,澳门特别行政区,1853,澳门特别行政区,820001,花地玛堂区,公共设施,公共厕所,公共厕所,113.552804,22.212675,113.54770981811453,22.215628306895592
B0FFG3M0N9,澳门文华东方酒店-洗手间,公共设施;公共厕所;公共厕所,200300,沙格斯大马路,[],820000,澳门特别行政区,1853,澳门特别行政区,820004,大堂区,公共设施,公共厕所,公共厕所,113.552134,22.181345,113.54704006020592,22.184285939272414
B0K279XE0N,公园公共厕所,公共设施;公共厕所;公共厕所,200300,马济时总督大马路29号,[],820000,澳门特别行政区,1853,澳门特别行政区,820004,大堂区,公共设施,公共厕所,公共厕所,113.558795,22.184233,113.55371764170832,22.18718855856915
B0FFHSEMZX,宋玉生公园-公共厕所,公共设施;公共厕所;公共厕所,200300,孙逸仙大马路1265号附近,[],820000,澳门特别行政区,1853,澳门特别行政区,820004,大堂区,公共设施,公共厕所,公共厕所,113.555799,22.185456,113.55071423014287,22.188406093615185
B0KRMS3NSW,公共厕所,公共设施;公共厕所;公共厕所,200300,民国大马路2-4号,[],820000,澳门特别行政区,1853,澳门特别行政区,820004,大堂区,公共设施,公共厕所,公共厕所,113.54335,22.183052,113.53823143810394,22.18597332436453
B0KDY1WWR8,Wonder Maids Employment Agency,公共设施;公共设施;公共设施,200000,宋玉生广场与罗马街交叉口北40米,[],820000,澳门特别行政区,1853,澳门特别行政区,820004,大堂区,公共设施,公共设施,公共设施,113.556338,22.186134,113.55125453174304,22.18908542401361
B0JK1CK735,和记电话,公共设施;公用电话;公用电话,200200,马徳里街与冼星海大马路交叉口西80米,[],820000,澳门特别行政区,1853,澳门特别行政区,820004,大堂区,公共设施,公用电话,公用电话,113.558686,22.185607,113.55360829337306,22.18856284391036
B0KU59T5U7,电话亭,公共设施;公用电话;公用电话,200200,"81-87 AvXian Xing Hai,Macao",[],820000,澳门特别行政区,1853,澳门特别行政区,820004,大堂区,公共设施,公用电话,公用电话,113.559625,22.18589,113.55454950554564,22.1888477302948
B073D0M431,公共厕所,公共设施;公共厕所;公共厕所,200300,友谊大马路与宋玉生广场辅路交叉口东北20米,[],820000,澳门特别行政区,1853,澳门特别行政区,820004,大堂区,公共设施,公共厕所,公共厕所,113.554654,22.188169,113.54956616340236,22.191117720574525
B0KD16SHX6,公共厕所,公共设施;公共厕所;公共厕所,200300,南湾湖景大马路744-q号,[],820000,澳门特别行政区,1853,澳门特别行政区,820004,大堂区,公共设施,公共厕所,公共厕所,113.543884,22.186734,113.53876676362424,22.18965794843582
B0J63S1P34,公共厕所,公共设施;公共厕所;公共厕所,200300,冼星海大马路317号,[],820000,澳门特别行政区,1853,澳门特别行政区,820004,大堂区,公共设施,公共厕所,公共厕所,113.559772,22.188164,113.55469670646758,22.191122820444285
B0FFK7GOT7,加思栏花园-公共厕所,公共设施;公共厕所;公共厕所,200300,孙逸仙大马路803号附近,[],820000,澳门特别行政区,1853,澳门特别行政区,820004,大堂区,公共设施,公共厕所,公共厕所,113.549682,22.189679,113.54458094546176,22.19261753865138
B0I0YCYBPC,主教山公厕,公共设施;公共厕所;公共厕所,200300,Macao主教山圣堂,[],820000,澳门特别行政区,1853,澳门特别行政区,820005,风顺堂区,公共设施,公共厕所,公共厕所,113.539742,22.184219,113.53461259139098,22.187131749226072
B0FFHRP7NI,公共厕所(西望洋花园),公共设施;公共厕所;公共厕所,200300,西望洋花园,[],820000,澳门特别行政区,1853,澳门特别行政区,820005,风顺堂区,公共设施,公共厕所,公共厕所,113.538177,22.18196,113.53304294967714,22.18486791868054
B0K2RAGQ2V,TOILET,公共设施;公共厕所;公共厕所,200300,"1-andar,BKeng Ou Building,369号da Praia Grande,澳门",[],820000,澳门特别行政区,1853,澳门特别行政区,820004,大堂区,公共设施,公共厕所,公共厕所,113.544773,22.188061,113.53965825881724,22.19098756726191
B073D0M3WB,公共厕所,公共设施;公共厕所;公共厕所,200300,亚美打利庇卢大马路与龙嵩正街交叉口东北20米,[],820000,澳门特别行政区,1853,澳门特别行政区,820004,大堂区,公共设施,公共厕所,公共厕所,113.545503,22.190141,113.54039022584708,22.193070050671427
B073D0M3UG,澳门渔人码头-公共厕所,公共设施;公共厕所;公共厕所,200300,孙逸仙大马路与蒙地卡罗前地交叉口东100米,[],820000,澳门特别行政区,1853,澳门特别行政区,820004,大堂区,公共设施,公共厕所,公共厕所,113.560928,22.189668,113.55585530107156,22.192629500179947
B0FFFXEH0K,麦当劳(水坑尾街店)-洗手间,公共设施;公共厕所;公共厕所,200300,半岛水坑尾街135-147号,[],820000,澳门特别行政区,1853,澳门特别行政区,820004,大堂区,公共设施,公共厕所,公共厕所,113.548561,22.191116,113.54345677482364,22.19405251507608
B0JRKAVP1P,公共厕所,公共设施;公共厕所;公共厕所,200300,鲍公马路12号,[],820000,澳门特别行政区,1853,澳门特别行政区,820005,风顺堂区,公共设施,公共厕所,公共厕所,113.536088,22.182702,113.53094741147623,22.18560472944616
B0JK1CHVQ0,澳门中华总商会附设阅读报室,公共设施;公共设施;公共设施,200000,水坑尾街与美丽街交叉口东北40米,[],820000,澳门特别行政区,1853,澳门特别行政区,820004,大堂区,公共设施,公共设施,公共设施,113.548787,22.190713,113.54368342474169,22.19364988636057
B0JKJZI9XG,公共厕所,公共设施;公共厕所;公共厕所,200300,高励雅马路239号海湾广场一期阁楼,[],820000,澳门特别行政区,1853,澳门特别行政区,820006,嘉模堂区,公共设施,公共厕所,公共厕所,113.566023,22.159367,113.56096343397998,22.16232615294947
B0KB9R9940,公共厕所,公共设施;公共厕所;公共厕所,200300,澳门渔人码头附近(强记火锅右边),[],820000,澳门特别行政区,1853,澳门特别行政区,820004,大堂区,公共设施,公共厕所,公共厕所,113.561649,22.190033,113.5565779285434,22.19299594071397
B0KBHHIXRV,公共厕所,公共设施;公共厕所;公共厕所,200300,白头马路8号,[],820000,澳门特别行政区,1853,澳门特别行政区,820004,大堂区,公共设施,公共厕所,公共厕所,113.553985,22.192462,113.54889517575764,22.195410852682144
B073D0M3XT,公共厕所,公共设施;公共厕所;公共厕所,200300,营地街市市政综合大楼,[],820000,澳门特别行政区,1853,澳门特别行政区,820004,大堂区,公共设施,公共厕所,公共厕所,113.545171,22.19179,113.54005716703372,22.194718844504457
B073D00LU6,金莲花广场公厕,公共设施;公共厕所;公共厕所,200300,毕仕达大马路18号附近,[],820000,澳门特别行政区,1853,澳门特别行政区,820004,大堂区,公共设施,公共厕所,公共厕所,113.559137,22.191614,113.55405998566278,22.19457284671589
B073D0M3HE,公共厕所,公共设施;公共厕所;公共厕所,200300,柯邦迪前地与聚宝街交叉口西20米,[],820000,澳门特别行政区,1853,澳门特别行政区,820005,风顺堂区,公共设施,公共厕所,公共厕所,113.541225,22.1905,113.53609966164636,22.193418737725967
B073D0M3RX,公共厕所,公共设施;公共厕所;公共厕所,200300,沙栏仔街与十月初五日街交叉口东北20米,[],820000,澳门特别行政区,1853,澳门特别行政区,820002,花王堂区,公共设施,公共厕所,公共厕所,113.542784,22.195975,113.53766294476569,22.19889953424826
B0KASULILI,公共厕所,公共设施;公共厕所;公共厕所,200300,玫瑰圣母堂附近,[],820000,澳门特别行政区,1853,澳门特别行政区,820004,大堂区,公共设施,公共厕所,公共厕所,113.544105,22.192878,113.5389880134755,22.195804667520303
B073D0M6JV,公共厕所,公共设施;公共厕所;公共厕所,200300,草堆街与庇山耶街交叉口东北20米,[],820000,澳门特别行政区,1853,澳门特别行政区,820002,花王堂区,公共设施,公共厕所,公共厕所,113.544498,22.193478,113.53938211604388,22.19640582725477
B0K279TYTI,公共厕所,公共设施;公共厕所;公共厕所,200300,洞穴街,[],820000,澳门特别行政区,1853,澳门特别行政区,820002,花王堂区,公共设施,公共厕所,公共厕所,113.543594,22.197626,113.53847521823975,22.20055309209381
B073D0M39M,大炮台-公共厕所,公共设施;公共厕所;公共厕所,200300,花王堂区大三巴巷7附近,[],820000,澳门特别行政区,1853,澳门特别行政区,820002,花王堂区,公共设施,公共厕所,公共厕所,113.546313,22.194111,113.54120228219206,22.1970433680272
B0K279AR8M,Public Toilet near Ruins of St.Paul,公共设施;公共厕所;公共厕所,200300,大三巴斜巷,[],820000,澳门特别行政区,1853,澳门特别行政区,820002,花王堂区,公共设施,公共厕所,公共厕所,113.546307,22.193949,113.541196275532,22.19688129695094
B073D00K87,公共厕所,公共设施;公共厕所;公共厕所,200300,花王堂区凉水街,[],820000,澳门特别行政区,1853,澳门特别行政区,820002,花王堂区,公共设施,公共厕所,公共厕所,113.547485,22.196819,113.54237741458113,22.19975505028301
B0K3MHTN7X,Toilets,公共设施;公共厕所;公共厕所,200300,哪咤庙斜巷22号,[],820000,澳门特别行政区,1853,澳门特别行政区,820004,大堂区,公共设施,公共厕所,公共厕所,113.547685,22.19339,113.54257819381723,22.19632530979883
B073D00FP5,公共厕所,公共设施;公共厕所;公共厕所,200300,澳门花王堂区亚利鸦架街26号a附近,[],820000,澳门特别行政区,1853,澳门特别行政区,820002,花王堂区,公共设施,公共厕所,公共厕所,113.55046,22.198822,113.54536047173497,22.201765485726728
B073D0M6TU,公共厕所,公共设施;公共厕所;公共厕所,200300,青洲大马路与沙梨头北街交叉口西北40米,[],820000,澳门特别行政区,1853,澳门特别行政区,820001,花地玛堂区,公共设施,公共厕所,公共厕所,113.54598,22.207843,113.54086745465423,22.21077932571012
B0FFI7IX62,公厕,公共设施;公共厕所;公共厕所,200300,沙梨头北街132号,[],820000,澳门特别行政区,1853,澳门特别行政区,820001,花地玛堂区,公共设施,公共厕所,公共厕所,113.547305,22.20609,113.54219631582968,22.20902883103509
B073D0M34O,公共厕所,公共设施;公共厕所;公共厕所,200300,荷兰园正街与亚丰素雅布基街交叉口东40米,[],820000,澳门特别行政区,1853,澳门特别行政区,820003,望德堂区,公共设施,公共厕所,公共厕所,113.55242,22.195565,113.54732590491705,22.19851162580004
B0FFHSEOBW,公共厕所,公共设施;公共厕所;公共厕所,200300,俾若翰街3号,[],820000,澳门特别行政区,1853,澳门特别行政区,820001,花地玛堂区,公共设施,公共厕所,公共厕所,113.550053,22.205309,113.54495195457046,22.20825381514761
B073D00F44,报刊亭,公共设施;报刊亭;报刊亭,200100,贾伯乐提督街与飞能便度街交叉口西20米,[],820000,澳门特别行政区,1853,澳门特别行政区,820002,花王堂区,公共设施,报刊亭,报刊亭,113.552211,22.198234,113.5471161836193,22.20118110783137
B0FFITL795,麦当劳(高士德大马路)洗手间,公共设施;公共厕所;公共厕所,200300,高地乌街与高士德大马路交叉口北20米,[],820000,澳门特别行政区,1853,澳门特别行政区,820002,花王堂区,公共设施,公共厕所,公共厕所,113.552762,22.199637,113.5476685421291,22.202585777134026
B073D00BB1,公共厕所,公共设施;公共厕所;公共厕所,200300,苏沙医生街与青洲大马路交叉口东北20米,[],820000,澳门特别行政区,1853,澳门特别行政区,820001,花地玛堂区,公共设施,公共厕所,公共厕所,113.550812,22.207639,113.54571285583876,22.210586290070296
B073D0M45O,公共厕所,公共设施;公共厕所;公共厕所,200300,苏沙医生街与台山中街交叉口东南20米,[],820000,澳门特别行政区,1853,澳门特别行政区,820001,花地玛堂区,公共设施,公共厕所,公共厕所,113.55085,22.20835,113.54575091245653,22.211297614695777
B0FFFXBLXO,麦当劳(新城巿店)洗手间,公共设施;公共厕所;公共厕所,200300,半岛台山李宝椿街,[],820000,澳门特别行政区,1853,澳门特别行政区,820001,花地玛堂区,公共设施,公共厕所,公共厕所,113.552098,22.209235,113.5470021815081,22.21218563527783
B073D0M4F4,公共厕所,公共设施;公共厕所;公共厕所,200300,友谊大马路与海港前地交叉口东240米,[],820000,澳门特别行政区,1853,澳门特别行政区,820001,花地玛堂区,公共设施,公共厕所,公共厕所,113.564871,22.195442,113.55980669918426,22.198412454592468
B073D0M7CT,公共厕所,公共设施;公共厕所;公共厕所,200300,渔翁街与马揸度博士大马路交叉口西40米,[],820000,澳门特别行政区,1853,澳门特别行政区,820001,花地玛堂区,公共设施,公共厕所,公共厕所,113.565413,22.201548,113.56034946445747,22.20452147898412
B073D00CBK,公共厕所,公共设施;公共厕所;公共厕所,200300,渔翁街辅路与黑沙环海边巷交叉口南120米,[],820000,澳门特别行政区,1853,澳门特别行政区,820001,花地玛堂区,公共设施,公共厕所,公共厕所,113.561668,22.20028,113.55659631830882,22.20324656791947
B073D00CB8,公共厕所,公共设施;公共厕所;公共厕所,200300,水塘马路与罗理基博士大马路交叉口东北20米,[],820000,澳门特别行政区,1853,澳门特别行政区,820001,花地玛堂区,公共设施,公共厕所,公共厕所,113.560055,22.195485,113.55497990308142,22.198446938997648
B0HDYGPLB6,皇家金堡酒店-洗手间,公共设施;公共厕所;公共厕所,200300,罗理基博士大马路与马六甲街交叉口东60米,[],820000,澳门特别行政区,1853,澳门特别行政区,820004,大堂区,公共设施,公共厕所,公共厕所,113.558805,22.193744,113.55372705873197,22.196702964936463
B0KDY1RRSK,Or-print Design and Print Service,公共设施;公共设施;公共设施,200000,"Edificio Hantec,Tvda Central Termica,Macao",[],820000,澳门特别行政区,1853,澳门特别行政区,820001,花地玛堂区,公共设施,公共设施,公共设施,113.561134,22.201529,113.55606101836864,22.20449503086437
B0K3DZVY5L,Public Toilets,公共设施;公共厕所;公共厕所,200300,"5HV3+P8W,Public toilet at Golden Lotus Square,Macao",[],820000,澳门特别行政区,1853,澳门特别行政区,820004,大堂区,公共设施,公共厕所,公共厕所,113.559212,22.191439,113.5541351749147,22.194397927285326
B0K3MZSBR1,Public Toilet(Rua da Malaca),公共设施;公共厕所;公共厕所,200300,马六甲街,[],820000,澳门特别行政区,1853,澳门特别行政区,820004,大堂区,公共设施,公共厕所,公共厕所,113.559078,22.193046,113.55400075403593,22.196005240218746
B0FFFDJALP,皇家金堡酒店-洗手间,公共设施;公共厕所;公共厕所,200300,罗理基博士大马路与马六甲街交叉口北100米,[],820000,澳门特别行政区,1853,澳门特别行政区,820003,望德堂区,公共设施,公共厕所,公共厕所,113.557747,22.194688,113.5526664487516,22.19764525033092
B073D0M7BF,螺丝山公园-公共厕所,公共设施;公共厕所;公共厕所,200300,花地玛堂区与亚马喇马路螺丝山公园附近,[],820000,澳门特别行政区,1853,澳门特别行政区,820001,花地玛堂区,公共设施,公共厕所,公共厕所,113.55777,22.200884,113.55268910904849,22.2038434531108
B073D00DK9,公共厕所,公共设施;公共厕所;公共厕所,200300,士多鸟拜斯大马路与高士德大马路辅路交叉口东60米,[],820000,澳门特别行政区,1853,澳门特别行政区,820003,望德堂区,公共设施,公共厕所,公共厕所,113.555713,22.197543,113.55062724252475,22.200497196846342
B073D0M7G0,公共厕所,公共设施;公共厕所;公共厕所,200300,石斜坡45-47号附近,[],820000,澳门特别行政区,1853,澳门特别行政区,820001,花地玛堂区,公共设施,公共厕所,公共厕所,113.556526,22.202068,113.55144198064832,22.2050254025018
B0JKR7XOF4,母婴室(澳门国际机场),公共设施;公共厕所;婴儿换洗间/哺乳室/母婴室,200304,凼仔岛伟龙马路澳门国际机场F2层,[],820000,澳门特别行政区,1853,澳门特别行政区,820006,嘉模堂区,公共设施,公共厕所,婴儿换洗间/哺乳室/母婴室,113.580363,22.155709,113.5753291265893,22.15868573429998
B0JKR7X946,母婴室(澳门国际机场),公共设施;公共厕所;婴儿换洗间/哺乳室/母婴室,200304,凼仔岛伟龙马路澳门国际机场F2层,[],820000,澳门特别行政区,1853,澳门特别行政区,820006,嘉模堂区,公共设施,公共厕所,婴儿换洗间/哺乳室/母婴室,113.580185,22.155282,113.57515089518046,22.15825839000557
B0JKR7ZLV7,男洗手间(澳门国际机场),公共设施;公共厕所;男洗手间,200301,凼仔岛伟龙马路澳门国际机场F2层,[],820000,澳门特别行政区,1853,澳门特别行政区,820006,嘉模堂区,公共设施,公共厕所,男洗手间,113.580218,22.155353,113.57518393871064,22.15832945081701
B0JKR70O5G,女洗手间(澳门国际机场),公共设施;公共厕所;女洗手间,200302,凼仔岛伟龙马路澳门国际机场F2层,[],820000,澳门特别行政区,1853,澳门特别行政区,820006,嘉模堂区,公共设施,公共厕所,女洗手间,113.580203,22.155314,113.57516891935693,22.15829042059735
B0JKR71QP3,男洗手间(澳门国际机场),公共设施;公共厕所;男洗手间,200301,凼仔岛伟龙马路澳门国际机场F1层,[],820000,澳门特别行政区,1853,澳门特别行政区,820006,嘉模堂区,公共设施,公共厕所,男洗手间,113.579899,22.155604,113.57486444634934,22.15858021252424
B0JKR70GF9,男洗手间(澳门国际机场),公共设施;公共厕所;男洗手间,200301,凼仔岛伟龙马路澳门国际机场F2层,[],820000,澳门特别行政区,1853,澳门特别行政区,820006,嘉模堂区,公共设施,公共厕所,男洗手间,113.579989,22.155789,113.5749545767194,22.15876538453892
B0JKR7011B,女洗手间(澳门国际机场),公共设施;公共厕所;女洗手间,200302,凼仔岛伟龙马路澳门国际机场F1层,[],820000,澳门特别行政区,1853,澳门特别行政区,820006,嘉模堂区,公共设施,公共厕所,女洗手间,113.579881,22.155555,113.57484642298486,22.158531175156032
B0JKR7YYT4,女洗手间(澳门国际机场),公共设施;公共厕所;女洗手间,200302,凼仔岛伟龙马路澳门国际机场F2层,[],820000,澳门特别行政区,1853,澳门特别行政区,820006,嘉模堂区,公共设施,公共厕所,女洗手间,113.580002,22.155841,113.57496759246852,22.158817417826537
B0JKR73GG6,男洗手间(澳门国际机场),公共设施;公共厕所;男洗手间,200301,凼仔岛伟龙马路澳门国际机场F2层,[],820000,澳门特别行政区,1853,澳门特别行政区,820006,嘉模堂区,公共设施,公共厕所,男洗手间,113.57946,22.154339,113.57442487666688,22.15731426957846
B0JKR713KB,女洗手间(澳门国际机场),公共设施;公共厕所;女洗手间,200302,凼仔岛伟龙马路澳门国际机场F2层,[],820000,澳门特别行政区,1853,澳门特别行政区,820006,嘉模堂区,公共设施,公共厕所,女洗手间,113.579409,22.154304,113.57437380280784,22.157279202504103
B073D00JVK,公共厕所,公共设施;公共厕所;公共厕所,200300,凼仔岛附近,[],820000,澳门特别行政区,1853,澳门特别行政区,820006,嘉模堂区,公共设施,公共厕所,公共厕所,113.582532,22.159501,113.57750091738806,22.16248126757576
B0JKR72TAJ,男洗手间(澳门国际机场),公共设施;公共厕所;男洗手间,200301,凼仔岛伟龙马路澳门国际机场F1层,[],820000,澳门特别行政区,1853,澳门特别行政区,820006,嘉模堂区,公共设施,公共厕所,男洗手间,113.579047,22.154518,113.57401124577012,22.1574929010915
B0JKR71BBG,女洗手间(澳门国际机场),公共设施;公共厕所;女洗手间,200302,凼仔岛伟龙马路澳门国际机场F1层,[],820000,澳门特别行政区,1853,澳门特别行政区,820006,嘉模堂区,公共设施,公共厕所,女洗手间,113.579,22.154485,113.57396417685656,22.157459838136365
B0JKR72DUE,女洗手间(澳门国际机场),公共设施;公共厕所;女洗手间,200302,凼仔岛伟龙马路澳门国际机场F2层,[],820000,澳门特别行政区,1853,澳门特别行政区,820006,嘉模堂区,公共设施,公共厕所,女洗手间,113.578887,22.15442,113.57385100984332,22.157394691890605
B0JKR70GF8,男洗手间(澳门国际机场),公共设施;公共厕所;男洗手间,200301,凼仔岛伟龙马路澳门国际机场F2层,[],820000,澳门特别行政区,1853,澳门特别行政区,820006,嘉模堂区,公共设施,公共厕所,男洗手间,113.578819,22.154378,113.57378290923812,22.1573526024988
B0FFLI1W6W,女洗手间,公共设施;公共厕所;公共厕所,200300,望德圣母湾大马路路凼金光大道四季名店F1,[],820000,澳门特别行政区,1853,澳门特别行政区,820007,路氹填海区,公共设施,公共厕所,公共厕所,113.57274,22.145454,113.56769438749964,22.148417767846208
B0FFLICQBQ,女洗手间,公共设施;公共厕所;公共厕所,200300,澳门路凼连贯公路COD新濠天地F2,[],820000,澳门特别行政区,1853,澳门特别行政区,820007,路氹填海区,公共设施,公共厕所,公共厕所,113.571395,22.145687,113.56634691490562,22.148649011542044
B0K2XLED2P,公共厕所(澳门伦敦人购物中心),公共设施;公共厕所;公共厕所,200300,路凼连贯公路澳门伦敦人购物中心L1层,[],820000,澳门特别行政区,1853,澳门特别行政区,820007,路氹填海区,公共设施,公共厕所,公共厕所,113.571196,22.144513,113.56614761895376,22.14747427137541
B0K2XLCGSR,公共厕所(澳门伦敦人购物中心),公共设施;公共厕所;公共厕所,200300,路凼连贯公路澳门伦敦人购物中心L1层,[],820000,澳门特别行政区,1853,澳门特别行政区,820007,路氹填海区,公共设施,公共厕所,公共厕所,113.571337,22.143872,113.56628892233994,22.14683321818625
B0K2XLCW1S,无障碍洗手间(澳门伦敦人购物中心),公共设施;公共厕所;残障洗手间/无障碍洗手间,200303,路凼连贯公路澳门伦敦人购物中心L1层,[],820000,澳门特别行政区,1853,澳门特别行政区,820007,路氹填海区,公共设施,公共厕所,残障洗手间/无障碍洗手间,113.571453,22.143298,113.5664051742308,22.146259155210487
B073D0M3J0,公共厕所,公共设施;公共厕所;公共厕所,200300,嘉乐庇总督马路与光复街交叉口东北140米,[],820000,澳门特别行政区,1853,澳门特别行政区,820006,嘉模堂区,公共设施,公共厕所,公共厕所,113.566916,22.152886,113.56185869693644,22.155844104419536
B0I1BPROSA,公共厕所(澳门伦敦人购物中心),公共设施;公共厕所;公共厕所,200300,路凼连贯公路澳门伦敦人购物中心L3层,[],820000,澳门特别行政区,1853,澳门特别行政区,820007,路氹填海区,公共设施,公共厕所,公共厕所,113.570677,22.143451,113.56562771187028,22.14641111611472
B0K2XL0DG8,公共厕所(澳门伦敦人购物中心),公共设施;公共厕所;公共厕所,200300,路凼连贯公路澳门伦敦人购物中心L1层,[],820000,澳门特别行政区,1853,澳门特别行政区,820007,路氹填海区,公共设施,公共厕所,公共厕所,113.570294,22.144342,113.56524392849572,22.14730191419112
B0K2XL9AQX,公共厕所(澳门伦敦人购物中心),公共设施;公共厕所;公共厕所,200300,路凼连贯公路澳门伦敦人购物中心L1层,[],820000,澳门特别行政区,1853,澳门特别行政区,820007,路氹填海区,公共设施,公共厕所,公共厕所,113.570047,22.144464,113.56499644859566,22.14742360278104
B0K2XL9IAW,公共厕所(澳门伦敦人购物中心),公共设施;公共厕所;公共厕所,200300,路凼连贯公路澳门伦敦人购物中心L2层,[],820000,澳门特别行政区,1853,澳门特别行政区,820007,路氹填海区,公共设施,公共厕所,公共厕所,113.570389,22.144286,113.56533911293234,22.14724602970805
